"signature","libraryName","placeName","allAuthorNames","allNotes","place"
"Cotton Faustina C IV","British Library","Londra","Giraldus Cambrensis","Il manoscritto cartaceo è formato da 55 ff. e misura 305x210 mm. Il codice presenta i bordi esterni danneggiati da un incendio nel 1731. Esemplato in Inghilterra, trasmette la Topographia Hibernica nella seconda versione. ","http://www.wikidata.org/entity/Q84"
"Cotton MS Cleopatra B I","British Library","Londra","Opus sine auctore","Il manoscritto membranaceo è formato da 184 ff. con rilegatura moderna del 1983 e misura 180x140 mm. Di provenienza inglese, fu posseduto da sir Robert Bruce Cotton (1571-1631). Il manoscritto è miscellaneo e contiene agiografie e testi devozionali e profetici: trasmette infatti la Vita sancti Edmundi archiepiscopi Cantuarensis, ff. 24r-31v, il rapporto di canonizzazione di Gilbert of Sempringham, ff. 33r-167r, versi sulla vita di Enrico V, ff. 173r-178r, frammenti delle Meditationes Vitae Christi attribuiti a Bonaventura, ff. 179r-182v. ","http://www.wikidata.org/entity/Q84"
"Cotton Nero D. VIII","British Library","Londra","Giraldus Cambrensis","Il manoscritto membranaceo e cartaceo è formato da 347 ff. e misura 365x260 mm. Il codice è formato da tre diverse unità codicologiche: la prima, ff. 3r-175v, trasmette prevalentemente testi storici come l'Historia regum Britannie di Goffredo di Monmouth, l'Historia Brittonum di Gildas, i Gesta Normannorum ducum, la Vita Alexandri regis magni, un elenco delle opere di Beda. La seconda unità è formata dai ff. 176r-344v e trasmette testi storici e geografici, come la Descriptio Kambrie, il De longitudine et latitudine Anglie e il Polychronicon di Ranulf Higden. La terza unità è formata dai ff. 345r-347v e riporta la storia della fondazione dell'abbazia di Colchester. ","http://www.wikidata.org/entity/Q84"
"Cotton Otho D. I","British Library","Londra","Iohannes de Mandavilla","Il manoscritto membranaceo è formato da 238 ff. e misura 340x275 mm. Esemplato in Inghilterra, trasmette solo un'epitome dell'Itinerarius. ","http://www.wikidata.org/entity/Q84"
"Cotton Otho D. IX","British Library","Londra","Sanctus Brendanus","Il manoscritto membranaceo è formato da V, 269, V' ff. e misura 325X240 mm. Esemplato in Inghilterra, fu posseduto da Robert Bruce Cotton (1571-1631), e trasmette la Vita Brendani della Nova legenda Angliae. ","http://www.wikidata.org/entity/Q84"
"Cotton Otho D.I","British Library","Londra","Odoricus de Portu Naonis","Il manoscritto membranaceo è formato da 238 ff. e misura 340x275 mm. Il codice apparteneva alla biblioteca di Robert Cotton, ma fu gravemente danneggiato da un incendio che coinvolse la biblioteca di Ashburnham House a Westminster nel 1731. Dato per disperso, recentemente sono stati ritrovati due frammenti del codice, che in origine doveva contenere opere storico-geografiche. Il testo della Relatio trasmesso appartiene alla fase A, red. H. ","http://www.wikidata.org/entity/Q84"
"Cotton Tiberius D. III","British Library","Londra","Sanctus Brendanus","Il manoscritto membranaceo è formato da 249 ff. e misura 380x280 mm con il testo disposto su due colonne. Esemplato in Inghilterra, fu posseduto da Henry Savile of Banke (1568-1617) e da Robert Bruce Cotton (1571-1631). Trasmette inoltre Vite di santi. ","http://www.wikidata.org/entity/Q84"
"Cotton Titus A. XXVII","British Library","Londra","Johannes Presbyter","Il manoscritto membranaceo è formato da 219 ff. e misura 190x145 mm. Esemplato probabilmente a Canterbury, proviene dall'abbazia benedettina della città e fu poi acquistato da John Twyne, maestro di scuola e antiquario, e da Robert Bruce Cotton, la cui biblioteca, ampliata dal figlio e dal nipote, passò al British Museum nel 1753. Il codice è formato da tre parti, redatte alla fine del XII o all'inizio del XIII e unite insieme (ff. 2v-88r, 89r-174v, 176r-217v): trasmette una versione integrale del Quadripartitus, una raccolta latina di leggi, l'Historia regum Brittaniae di Goffredo di Monmouth, testi riguardanti Alessandro Magno e l'Epistola del Prete Gianni nella redazione B. ","http://www.wikidata.org/entity/Q84"
"Cotton Titus D. III","British Library","Londra","Opus sine auctore","Il manoscritto membranaceo è formato da I, 151 ff. e misura 170x110 mm. Esemplato in Inghilterra, trasmette anche il De situ Terrae Sanctae di Theodosius archidiaconus. ","http://www.wikidata.org/entity/Q84"
"Cotton Vespasian A. XIV","British Library","Londra","Opus sine auctore","Il manoscritto membranaceo è composto da 179 ff. e misura 215x185 mm con rilegatura del 1600; composito trasmette testi realizzati tra la fine dell'XI e la fine del XII secolo. Tra questi ci sono: un calendario e glossario latino-antico della Cornovaglia, documenti relativi al Galles e vite di santi gallesi, estratti di Beda, lettere di Wulfstan, vescovo di Worcester e arcivescovo di York. Esemplato in Inghilterra, il codice contiene annotazioni e aggiunte che potrebbero essere dello stesso Wulfstan. ","http://www.wikidata.org/entity/Q84"
"Cotton Vespasian A. XIV I","British Library","Londra","Sanctus Brendanus","Il manoscritto membranaceo è formato da 1, 179 ff. e misura 215x185 mm. Si tratta di un manoscritto composito, contenente testi composti tra l'inizio dell'XI e la fine del XII secolo, tra cui un calendario, un glossario latino, documenti relativi al Galles e vite di santi gallesi, estratti dalla Historia ecclesiastica di Beda. Fu esemplato in Inghilterra. ","http://www.wikidata.org/entity/Q84"
"Cotton Vespasian B. X I","British Library","Londra","Sanctus Brendanus","Il manoscritto è composto da tre principali parti (ff.1-24; 24-30; 31-124), riunite nella prima età moderna nella biblioteca di Sir Robert Cotton. Tra i contenuti c'è la Cosmographia di Aethicus Ister.","http://www.wikidata.org/entity/Q84"
"Cotton Vespasianus E VI","British Library","Londra","Dicuil Hibernicus","Il manoscritto cartaceo è formato da 70 ff. Il codice trasmette anche degli estratti di un glossario latino-tedesco, un libro sulla fondazione del monastero di S. Giacomo a Walden e alcuni estratti del Liber di Dicuil. ","http://www.wikidata.org/entity/Q84"
"Cotton Vitellius C. X","British Library","Londra","Giraldus Cambrensis","Il manoscritto membranaceo è formato da 274 ff. e misura 320x205 mm. ","http://www.wikidata.org/entity/Q84"
"Cotton, Titus A XIX ","British Library","Londra","Opus sine auctore","Il manoscritto cartaceo è composto da 156 ff. e misura 220x160 mm. L'ente possessore è l'abbazia di Kirkstall e appartenne alla famiglia Cotton. ","http://www.wikidata.org/entity/Q84"
"Egerton 818","British Library","Londra","Guidus Pisanus","Il manoscritto membranaceo è formato da 52 ff. e misura 260x165 mm. Il codice trasmette i Collectanea rerum memorabilium di Solino e il De septem miraculis orbis a cui seguono annotazioni sulla città di Babilonia inedite. Al f. 51v si legge: Me Guido collegit studiose meque perregit./ Hic est Solinus descrivere gesta peritus/ Post hunc ex astris sequitur doctrinaque grandis/ discere captandi nec abest ars enumerandi./ Invenies tandem metiendi qui cupis artem. /Conclusitque simul longo quesito labore. Il codice appartenne a Coluccio Salutati, come si legge al f. 50 v: Liber Colucii Cancellarii Florentini. ","http://www.wikidata.org/entity/Q84"
"Harley 108","British Library","Londra","Sanctus Brendanus","Il manoscritto membranaceo è formato da 159 ff. e misura 255x170 mm. Esemplato in Inghilterra, forse a York, trasmette anche alcuni estratti dello Speculum Historiale di Vincenzo di Beauvais, la Narratio de viribus Agaenorum e l'Historia Karoli Magni et Rotholandi. ","http://www.wikidata.org/entity/Q84"
"Harley 175","British Library","Londra","Iohannes de Mandavilla","Il manoscritto trasmette la Royal version dell'Itinerarius, una traduzione latina della versione insulare del sottogruppo A che circolò in Inghilterra nel XV secolo. ","http://www.wikidata.org/entity/Q84"
"Harley 215","British Library","Londra","Johannes Presbyter","Il manoscritto membranaceo è formato da 161 ff. Esemplato in Inghilterra, trasmette anche il De coena, le Epistolae di Thomas Becket, il Tractatus de purgatorio sancti Patricii di Henricus Salteriensis monachus e la redazione B dell'Epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q84"
"Harley 2667","British Library","Londra","Johannes Presbyter","Il manoscritto membranaceo è formato da 167 ff. e misura 300x215 mm. Il codice è composto da due diverse parti (ff.2-79, ff. 71-160). Esemplato nei Paesi Bassi, trasmette il De re militari di Publius Flavius Vegetius, il De eruditione filiorum nobilium di Vincenzo di Beauvais, il Centiloquium di Petrus de Ceffons. Il manoscritto riporta inoltre la versione originale dell'Epistola. ","http://www.wikidata.org/entity/Q84"
"Harley 3099","British Library","Londra","Johannes Presbyter","Il manoscritto membranaceo è formato da 168 ff. e misura 345x238 mm. Il codice fu vergato da otto monache benedettine nell'abbazia di Munsterbilsen presso Maastricht, i cui nomi sono riportati in una nota al f. 166r. Trasmette le Etymologiae e il De natura rerum di Isidoro di Siviglia, le Parabolae attribuite a Bernardo di Chiaravalle e l'Epistola del Prete Gianni nella versione originale. ","http://www.wikidata.org/entity/Q84"
"Harley 3185","British Library","Londra","Johannes Presbyter","Il manoscritto trasmette la redazione B dell'Epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q84"
"Harley 3589","British Library","Londra","Iohannes de Mandavilla","Il manoscritto cartaceo è formato da 143 ff. e misura 290x215 mm. Esemplato nei Paesi Bassi, trasmette anche il De Terra sancta et itinere Iherosolimitano di Ludolf di Sudheim. Il codice riporta la versione continentale dell'Itinerarius. ","http://www.wikidata.org/entity/Q84"
"Harley 359","British Library","Londra","Giraldus Cambrensis","Il manoscritto cartaceo è formato da 126 ff. e misura 310x210 mm. Esemplato in Inghilterra, era posseduto da John Dee, matematico, astrologo e antiquario (1527-1609), che appose sul codice le sue annotazioni. ll manoscritto trasmette le opere di Giraldus Cambrensis: la Descriptio Cambriae, l'Expugnatio Hibernica, la Topographia Hibernica nella terza versione e l'Itinerarium Cambriae.  *** Il manoscritto cartaceo è formato da 126 ff. e misura 310x210 mm. Esemplato in Inghilterra, era posseduto da John Dee, matematico, astrologo e antiquario (1527-1609), che appose sul codice le sue annotazioni. ll manoscritto trasmette le opere di Giraldus Cambrensis: la Descriptio Cambriae, l'Expugnatio Hibernica, la Topographia Hibernica nella terza versione e l'Itinerarium Cambriae nella terza versione. ","http://www.wikidata.org/entity/Q84"
"Harley 3678","British Library","Londra","Johannes Presbyter","Il manoscritto riporta la redazione C dell'Epistola, ma dal paragrafo 43 in poi. ","http://www.wikidata.org/entity/Q84"
"Harley 3724","British Library","Londra","Giraldus Cambrensis","Il manoscritto membranaceo è formato da 59 ff. e misura 220x140 mm, rilegato in pelle rossa, lavorata in oro dopo il 1600. Esemplato in Irlanda, il manoscritto trasmette testi in latino e inglese, tra cui la Topographia Hiberniae nella prima versione e opere prevalentemente religiose. ","http://www.wikidata.org/entity/Q84"
"Harley 3776","British Library","Londra","Sanctus Brendanus","Il manoscritto membranaceo è formato da V, 135, V' ff. e misura 260zx200 mm. Esemplato in Inghilterra, trasmette vari scritti religiosi e storici, tra cui il Tractatus de purgatorio sancti Patricii, la Vita Haroldi, la Visio Trugdali. ","http://www.wikidata.org/entity/Q84"
"Harley 3904","British Library","Londra","Opus sine auctore","Il manoscritto membranaceo è formato da III, 65, III' ff. e misura 170x110 mm. Il codice trasmette la Descriptio in appendice all'Historia Hierosolymitana di Petrus Tudebodus. Fu esemplato nei Paesi Bassi o in Francia. ","http://www.wikidata.org/entity/Q84"
"Harley 3958","British Library","Londra","Sanctus Brendanus","Il manoscritto membranaceo è formato da 272 ff. e misura 300x205 mm. Esemplato in Francia, al f. 122 si legge la nota di possesso dell'abbazia cistercense di Fontfroide, vicino Narbonne: Liber sancte Marie Fontis Frigidi e al f. 272 la nota di Peter Corningtone. Il codice passò poi a Edward Harley, la cui biblioteca fu venduta e i cui manoscritti formarono una delle collezioni della British Library. ","http://www.wikidata.org/entity/Q84"
"Harley 3995","British Library","Londra","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 158 ff. e misura 220x170 mm. Ha il testo disposto su due colonne. Rilegato dopo il 1600 in pelle rossa lavorata in oro, rivestita. Il codice fu esemplato a Firenze da Tedaldo della Casa, frate francescano del monastero di Santa Croce a Firenze (ff. 62r-103r), come si legge nell'iscrizione al f. 103v ""Explicit regula Pauli et Stephani MCCCLXXXXVII Novembris per fratrem Thedaldum ordinis minorum professorem Florentie scriptus dum iam plenus dierum existeri"". Il codice fu poi venduto a Edward Harley il 28 agosto 1724 da John Gibson. Il manoscritto trasmette testi teologici, tra cui il Breviloquium de veritate theologiae, trattati religiosi, regole monastiche e la Descriptio di Burcardo da Monte Sion nella redazione lunga. ","http://www.wikidata.org/entity/Q84"
"Harley 4003","British Library","Londra","Giraldus Cambrensis","Il manoscritto membranaceo è formato da I, 163 ff. e misura 210x150 mm. Il codice trasmette la Topographia Hibernica nella quinta versione e l'Expugnatio Hibernica di Giraldus Cambrensis, l'Historia regum Britanniae di Geoffrey of Monmouth. ","http://www.wikidata.org/entity/Q84"
"Harley 5115","British Library","Londra","Franciscus Pipinus","Il manoscritto membranaceo è composto da 152 ff., con il testo disposto su due colonne, e misura 320x205 mm. Non sono presenti marginalia. Esemplato in Inghilterra, al f. 108r si legge: ""Iste liber constat Roberto Gray de kyngston Mawerwarde iuxta Stynysford in Com. dors. Armiger"". Il nome di Roberto Gray appare inoltre al f. 151r. Il manoscritto passò poi alla collezione di Robert e Edward Harley, che vendette i suoi codici alla nazione nel 1753. 

Trasmette inoltre: Aitone da Corico, Flos Historiarum, ff. 47v-86v; Goffredo di Monmouth, Historia Regum Britanniae, ff. 87r-150r. ","http://www.wikidata.org/entity/Q84"
"Harley 5373","British Library","Londra","Rorgus Fretellus de Nazareth","Il manoscritto membranaceo è formato da 59 ff. e misura 210x135 mm. Esemplato in Francia o Inghilterra, il codice è composto da due parti: la prima, ff. 1-53, fu scritta nel XII secolo, la seconda, ff. 53-59, durante il XIII. Il manoscritto trasmette la seconda redazione del Liber di Rorgo Fretellus, i Memorabilium Collectanea rerum di Solino, alcune poesie e un'iscrizione in greco, f. 26v, del XVII secolo. ","http://www.wikidata.org/entity/Q84"
"Harley 562","British Library","Londra","Odoricus de Portu Naonis","Il manoscritto membranaceo è formato da 29 ff. e misura 240x165 mm. Esemplato in Inghilterra, fu posseduto da John Gimmet  e Thomas Goldman (f. 29r). Nel codice sono riportati testi sulla città di Roma e due resoconti di viaggio, tra cui la Relatio di Odorico da Pordenone, ma mutila e appartenente alla fase A, red. H. ","http://www.wikidata.org/entity/Q84"
"Harley MS 5387","British Library","Londra","Iohannes Boccaccius","CARME SULL’ARNO Rupibus ex dextris presente a f. 1r, prima dell’opera; rubrica «Arni
fluminis origo, cursus et occasus».
Scrittura di due mani, mano B ai ff. 68v-71r.
Presenza di rubriche incipitarie ed explicitarie realizzate dalla stessa mano di chi verga il testo
e con lo stesso inchiostro; spazi riservati per le iniziali maggiori e minori (sono visibili nel
margine le indicazioni per il rubricatore).","http://www.wikidata.org/entity/Q84"
"MS 22765","British Library","Londra","Iohannes Boccaccius","CARME SULL’ARNO Rupibus ex dextris assente.
POSTILLE, MARGINALIA, NOTABILIA: nel margine del manoscritto sono presenti
numerose note al testo, tracciate dalla stessa mano che verga il testo ma con inchiostro
diverso. Tali annotazioni o mettono in rilievo personaggi citati nel testo segnalandoli a
latere della voce relativa o propongono fonti aggiuntive e alternative a quelle utilizzate
da Boccaccio.","http://www.wikidata.org/entity/Q84"
"Royal 13 B XIX","British Library","Londra","Burchardus de Monte Sion","Il manoscritto membranaceo è formato da 92 ff. Il codice ha il testo disposto su due colonne e trasmette le Gesta regum Anglorum e l'Historia novella di Guillelmus Malmesberiensis e la Descriptio di Burcardo da Monte Sion nella redazione breve. ","http://www.wikidata.org/entity/Q84"
"Royal 13 E IX","British Library","Londra","Iohannes de Mandavilla","Il manoscritto membranaceo è formato da III, 326, I' ff. e misura 350x315 mm. Esemplato nell'abbazia di St. Alban, il codice potrebbe essere stato supervisionato da Thomas Walsingham, monaco e cantore (1360-1425 ca.). Il manoscritto fu presentato al British Museum da Giorgio II nel 1757 come parte della Old Royal Library. Trasmette inoltre l'Imago Mundi, le Profezie di Merlino, le Visioni di Thomas Becket, la Vita di Maometto, estratti di Gervasio di Tilbury, la Cronaca di Martin Polono, l'Historia Aurea di Giovanni di Tynemouth, il Polychronicon di Higden. Il codice riporta la Royal version dell'Itinerarius di Mandeville. ","http://www.wikidata.org/entity/Q84"
"Royal 13.A.XIV","British Library","Londra","Johannes Presbyter *** Giraldus Cambrensis *** Iohannes de Plano Carpini","Il manoscritto membranaceo è formato da 279 ff. e misura 240x175 mm. Trasmette il primo statuto di Westminster di Edoardo I in francese, la Topographia Hybernica e l'Expugnatio Hybernica di Geraldus Cambrensis, il De contemptu mundi di Innocenzo III, poemi e testi religiosi. Il codice riporta la redazione B dell'Epistola del Prete Gianni.  *** Il manoscritto membranaceo è formato da 279 ff. e misura 240x175 mm. Il codice trasmette testi geografici, quali la Topographia Hibernica nella quinta versione e l'Expugnatio Hibernica di Giraldus Cambrensis, l'Historia Mongalorum di Giovanni di Pian del Carpine, l'Epistola del Prete Gianni, una guida di Gerusalemme in francese, e opere religiose come il De contemptu Mundi di Innocenzo III, il martirologio di Thomas Becket, le Profezie della Sibilla, un orazione di Sant'Anselmo.  *** Il manoscritto membranaceo è formato da 279 ff. e misura 240x175 mm, ma i ff. 177-186 furono aggiunti successivamente nella prima metà del XIV secolo. Esemplato in Irlanda, trasmette inoltre la Topographia Hiberniae e l'Expugnatio Hibernica di Giraldus Cambrensis, la Sibylla Tiburtina, l'Historia di Paschalis Romanus, il De miseria humanae conditionis di papa Innocenzo III, il De philosophia mundi di Guillelmus de Conchis.  Il codice riporta la prima versione dell'Historia, priva del nono capitolo e delle numerose aggiunte successive al testo. ","http://www.wikidata.org/entity/Q84"
"Royal 13.B.VIII","British Library","Londra","Giraldus Cambrensis","Il manoscritto è formato da 147 ff. e misura 275x190 mm. Comprende un'antologia di testi riguardanti la topografia, la storia e la meraviglia del mondo, relativi all'Irlanda e al Galles. Tra questi, la Topographia Hiberniae nella terza versione con aggiunte marginali afferenti alla quarta edizione, l'Expugnatio Hibernica, l'Itinerarium Kambriae, il De Purgatorio di S. Patrizio di Enrico di Sawtry, estratti della Cronaca di Eusebio di Cesarea, l'Anticlaudianus di Alano. Esemplato in Inghilterra, forse a Lincoln sotto la supervisione di Giraldus Cambrensis.  *** Il manoscritto è formato da 147 ff. e misura 275x190 mm. Comprende un'antologia di testi riguardanti la topografia, la storia e la meraviglia del mondo, relativi all'Irlanda e al Galles. Tra questi, la Topographia Hiberniae nella terza versione con aggiunte marginali afferenti alla quarta edizione, l'Expugnatio Hibernica, l'Itinerarium Kambriae nella terza versione, il De Purgatorio di S. Patrizio di Enrico di Sawtry, estratti della Cronaca di Eusebio di Cesarea, l'Anticlaudianus di Alano. Esemplato in Inghilterra, forse a Lincoln sotto la supervisione di Giraldus Cambrensis. ","http://www.wikidata.org/entity/Q84"
"Royal 13.B.XII","British Library","Londra","Giraldus Cambrensis","Il manoscritto cartaceo è formato da I, 205 ff. Il codice trasmette l'Itinerarium Kambriae nella terza versione e la Descriptio Cambriae. ","http://www.wikidata.org/entity/Q84"
"Royal 13.C.III","British Library","Londra","Giraldus Cambrensis","Il manoscritto membranaceo è formato da 129 ff. Il testo è disposto su due colonne. Il codice trasmette la Descriptio Cambriae e il Polychronicon di Ranulph Higden. ","http://www.wikidata.org/entity/Q84"
"Royal 13.E.X","British Library","Londra","Johannes Presbyter","Il manoscritto membranaceo è formato da 271 ff. e misura 440x300 mm con rilegatura del XVII secolo. Proveniente dall'abbazia di St. James e St. Mirren a Paisley (f. 28 Iste liber est sancti Iacobi et sancti Mirini de Pasleto), il codice riporta iscrizioni di Thomas Fairfax (1612-1671), che lo presentò al re Carlo II, entrando nel British Museum nel 1757 per donazione del re Giorgio II. Il manoscritto trasmette la redazione B dell'Epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q84"
"Royal 14.C.X","British Library","Londra","Opus sine auctore","Il manoscritto membranaceo è formato da 272 ff. con il testo disposto su due colonne. Esemplato in Inghilterra, trasmette inoltre l'Historia di Guglielmo di Tiro. ","http://www.wikidata.org/entity/Q84"
"Royal 14.C.XIII","British Library","Londra","Franciscus Pipinus *** Guillelmus de Rubruc *** Odoricus de Portu Naonis","Il manoscritto membranaceo consta di 310 ff. e misura 371x222 mm. Fu vergato in Inghilterra e riporta il nome del possessore Symon Bozoun, f. 13v e la segnatura di John Lumley. Il manoscritto costituisce una delle prime copie del testo di Francesco Pipino. Trasmette diversi testi: Il Polychronicon di Ranulphus Higden, l'expugnatio Hibernica di Giraldus Cambrensis, l'Historia Hierosolymitana abbreviata di Iacobus de Vitriaco, la Relatio de mirabilibus orientalium Tatarorum di Odoricus de Portu Naonis, l'Itinerarium di Guillelmus de Rubruc.  *** Il manoscritto membranaceo è formato da 310 ff. e misura 371x222 mm. Fu vergato in Inghilterra e riporta il nome del possessore Symon Bozoun, f. 13v, e la segnatura di John Lumley. Il contenuto del codice è storico-geografico: il manoscritto riporta anche il Milione di Marco Polo tradotto da Francesco Pipino in latino, il Polychronicon di Ranulfo di Chester, l'Expugnatio Hibernica di Giraldus Cambrensis, l'Historia Orientalis di Giacomo di Vitry, l'Itinerarium di Odorico da Pordenone.  *** Il manoscritto membranaceo è formato da 310 ff. e misura 371x222 mm. Fu vergato in Inghilterra e riporta il nome del possessore Symon Bozoun, f. 13v, e la segnatura di John Lumley. Il testo della Relatio, appartenente alla fase A, red. H, presenta molte annotazioni, alcune ascrivibili al copista, altre di mano successiva. Il contenuto è storico-geografico: il manoscritto riporta anche il Milione di Marco Polo tradotto da Francesco Pipino in latino, il Polychronicon di Ranulfo di Chester, l'Expugnatio Hibernica di Giraldus Cambrensis, l'Historia Orientalis di Giacomo di Vitry, l'Itinerarium di Guglielmo di Rubruk. ","http://www.wikidata.org/entity/Q84"
"Royal 8.E.XVII","British Library","Londra","Sanctus Brendanus","Il manoscritto membranaceo è formato da III, 138, IV' ff. e misura 229x171 mm con il testo disposto su due colonne. ","http://www.wikidata.org/entity/Q84"
"Sloane 289","British Library","Londra","Opus sine auctore","Il manoscritto membranaceo è formato da 195 ff. e misura 185x140 mm. Trasmette anche la Vita Adae et Evae. ","http://www.wikidata.org/entity/Q84"
"418","College of Arms","Londra","Giraldus Cambrensis","Il manoscritto è formato da 175 ff. e misura 270x170/250x160 mm. Il codice fu esemplato in Inghilterra, con le carte 5-42 e 45-175v scritte dalla stessa mano. Il codice trasmette testi legati alla storia inglese e irlandese, come la corrispondenza tra Bonifacio VIII e Edoardo I, la Topographia Hibernica nella prima versione, estratti di cronache, liste di sovrani. ","http://www.wikidata.org/entity/Q84"
"Arundel MS XI","College of Arms","Londra","Opus sine auctore","Il manoscritto pergamenaceo trasmette: De ducibus Normannie et Regibus Anglie, il Chronicon magistri Radulphi Nigri, Chronicon breve Radulphi, Chronicon succinctum, Radulphi abb. Coggeshalensis Chronicon maius. ","http://www.wikidata.org/entity/Q84"
"238","Lambeth Palace Library","Londra","Johannes Presbyter","Il manoscritto riporta la redazione B dell'Epistola, ma priva del paragrafo 100. ","http://www.wikidata.org/entity/Q84"
"371","Lambeth Palace Library","Londra","Johannes Presbyter","Il manoscritto membranaceo è formato da 2, 140 ff. Trasmette la redazione B dell'Epistola, priva del paragrafo 100. ","http://www.wikidata.org/entity/Q84"
"622","Lambeth Palace Library","Londra","Giraldus Cambrensis","Il manoscritto membranaceo è formato da 156 ff. Esemplato in Inghilterra, appartenne a George Carew (1617). Trasmette la Topographia Hibernica nella quinta versione e l'Expugnatio Hibernica di Giraldus Cambrensis. ","http://www.wikidata.org/entity/Q84"
"8","St. Paul's Cathedral Library","Londra","Sanctus Brendanus","Il manoscritto cartaceo e membranaceo è composto da I, 271, I' ff. e misura 217x145 mm. Esemplato nel monastero di Droitwich, trasmette inoltre In laudibus Virginis matris di Bernardo di Chiaravalle e l'Apocalypsis Pauli. ","http://www.wikidata.org/entity/Q84"
"496","Biblioteca Capitolare Feliniana","Lucca","Iohannes Boccaccius","Il codice venne realizzato a Lucca dal copista Ludovico de’ Vannucori che si
sottoscrive a foglio 142v, ponendo anche la data. Si tratta di un composito che contiene anche (ff. 107r-135v) il De chorographia di Pompinio Mela, POMPONIO MELA, e il De gentibus di Vibio Sequestre
(ff. 136r-140r). Dell’intero indice toponomastico viene copiata solo la sezione relativa alle popolazioni. Seguono De urbibus gallicis e Notitia Galliarum. Tutto è redatto da un'unica mano. Carme sull'Arno Rupibus ex dextris assente.","http://www.wikidata.org/entity/Q13373"
"582","Biblioteca Capitolare Feliniana","Lucca","Aeneas Silvius Piccolomini","Il volume è composto da una parte manoscritta e da tre incunaboli inseriti in essa. Felinus Sandeus episcopus (a. 1444 - 1503), possessorecart.,
ff. 300,
dimensioni: 278 x 210,
disposizione del testo: piena pagina. Contiene anche il De Europa.","http://www.wikidata.org/entity/Q13373"
"583","Biblioteca Capitolare Feliniana","Lucca","Aeneas Silvius Piccolomini","Il volume è composto da una parte manoscritta e da tre incunaboli inseriti in essa. Il possessore fu Felinus Sandeus episcopus (a. 1444 - 1503). Codice composito, cart., ff. 300,
dimensioni: 278 x 210,
disposizione del testo: piena pagina.
Contiene anche ","http://www.wikidata.org/entity/Q13373"
"KB 25","Lucerne Central and University Library","Lucerna","Johannes Presbyter","Il manoscritto cartaceo è formato da 125 ff. e misura 310x215-220 mm. Il codice trasmette le Epistole di Pier della Vigna, il Formularium di Conradus de Diessenhofen e l'Epistola del Prete Gianni nella versione originaria ma danneggiata. ","http://www.wikidata.org/entity/Q4191"
"Msc 5 4°","Lucerne Central and University Library","Lucerna","Franciscus Pipinus","Il manoscritto membranaceo consta di 71 ff., con il testo disposto su due colonne, e misura 215x145 mm. Il testo di Pipino si conclude con il capitolo 24 del libro III. Esemplato in Italia, il manoscritto fu poi a Gorzow in Polonia, come si legge nella nota a margine del f. 1 ""Societatis Jesu Landspergae, 1610"", e in Svizzera, probabilmente portato da un appartenente all'ordine dei Gesuiti. ","http://www.wikidata.org/entity/Q4191"
"110","National Library of Luxembourg","Lussemburgo","Iohannes de Plano Carpini","Il manoscritto si compone di 190 ff. divisi in quattro sezioni originariamente indipendenti , con le unità I, III, IV risalenti al XIII secolo e la II alla prima metà del IX secolo. L'Historia Mongalorum è parte della IV unità, esemplata nel Nord della Francia. Il manoscritto trasmette la prima redazione del testo, priva del nono capitolo, dedicato al racconto del viaggio del francescano, e di numerose successive aggiunte nel corpus del testo. Nel codice, subito dopo la fine dell'Historia (f. 187r) è riportata una postilla in cui si narra di una visita effettuata da Giovanni di Pian del Carpine al ritorno del suo viaggio al re d'Ungheria Bela IV, per informarlo sulle vicende dei Mongoli (ff. 187r-190v). ","http://www.wikidata.org/entity/Q1842"
"Theol. 2° 11"," Lüneburg, Ratsbücherei","Lüneburg","Johannes Presbyter","Il manoscritto cartaceo è formato da 316 ff. e misura 290x210 mm con legatura in vecchia pelle marrone. Il codice trasmette anche Johannes Guallensis, Breviloquium de virtutibus, Isidorus Hispalensis, Norma vivendi, Historia de preliis, Gesta Romanorum, Jacobus de Cessolis, Super ludo scaccorum e decreti e atti del concilio di Basilea. Il manoscritto riporta la redazione C dell'Epistola del Prete Gianni. ","http://www.wikidata.org/entity/Q32628107"
"13118","Biblioteca nazionale di Spagna","Madrid","Opus sine auctore",,"http://www.wikidata.org/entity/Q2807"
"1617","Biblioteca nazionale di Spagna","Madrid","Opus sine auctore","Il manoscritto membranaceo e cartaceo è composto da V, 72, V' ff. e misura 185x125 mm. Al f. 1v si legge: Hic liber pertinet ad Dominum Adrianum Hoyer Brochusanum Agrippinatem 1669, emit enim illum ob singularem antiquitatem et vitam Sancti Jacobi et Sancti Caroli magni Patronum suorum ex Biblioteca Domini Oroz, postmodum vendita et revendita et visitata Matriti dicto anno 1669, 10 februarii. ","http://www.wikidata.org/entity/Q2807"
"4305","Biblioteca nazionale di Spagna","Madrid","Opus sine auctore","Il manoscritto è composto da 212 ff. e misura 205x150 mm. Al f. 1r si legge una Vita Calixti con la seguente nota: Non invenitur in libro Calixti, addita fuit ab scriba. ","http://www.wikidata.org/entity/Q2807"
